	Phenotype_ID	Description	q	nq	tot	Phenotype_score
36	HP:0006436	Shortening of the tibia	0.1	1.0	1	0.0
37	HP:0008460	Hypoplastic spinal processes	0.1	1.0	1	0.0
38	HP:0006434	Hypoplasia of proximal radius	0.1	1.0	1	0.0
39	HP:0011993	Impaired neutrophil bactericidal activity	0.1	1.0	1	0.0
40	HP:0011991	Abnormal neutrophil count	0.1	1.0	1	0.0
41	HP:0011990	Abnormality of neutrophil physiology	0.1	1.0	1	0.0
42	HP:0011198	EEG with generalized epileptiform discharges	0.1	1.0	1	0.0
43	HP:0011193	EEG with focal spikes	0.1	1.0	1	0.0
44	HP:0009374	Broad phalanges of the 5th finger	0.1	1.0	1	0.0
45	HP:0010852	EEG with photoparoxysmal response	0.1	1.0	1	0.0
46	HP:0004361	Abnormality of circulating leptin level	0.1	1.0	1	0.0
47	HP:0000694	Shell teeth	0.1	1.0	1	0.0
48	HP:0030273	Reduced red cell adenosine deaminase activity	0.1	1.0	1	0.0
49	HP:0005775	Multiple skeletal anomalies	0.1	1.0	1	0.0
50	HP:0001474	Sclerotic scapulae	0.1	1.0	1	0.0
51	HP:0030188	Tremor by anatomical site	0.1	1.0	1	0.0
52	HP:0030183	Impaired visually enhanced vestibulo-ocular reflex	0.1	1.0	1	0.0
53	HP:0025533	Peau d'orange	0.1	1.0	1	0.0
54	HP:0025249	Comedo	0.1	1.0	1	0.0
55	HP:0100251	Lipomas of the central neryous system	0.1	1.0	1	0.0
56	HP:0012752	Focal T2 hypointense basal ganglia lesion	0.1	1.0	1	0.0
57	HP:0031353	Otitis media with effusion	0.1	1.0	1	0.0
58	HP:0012759	Neurodevelopmental abnormality	0.1	1.0	1	0.0
59	HP:0006638	Midclavicular aplasia	0.1	1.0	1	0.0
60	HP:0006637	Sternal punctate calcifications	0.1	1.0	1	0.0
61	HP:0007903	Paravenous chorioretinal atrophy	0.1	1.0	1	0.0
62	HP:0200151	Cutaneous mastocytosis	0.1	1.0	1	0.0
63	HP:0004901	Exercise-induced lactic acidemia	0.1	1.0	1	0.0
64	HP:0006129	Drumstick terminal phalanges	0.1	1.0	1	0.0
65	HP:0006127	Long proximal phalanx of finger	0.1	1.0	1	0.0
66	HP:0008467	Thoracic hemivertebrae	0.1	1.0	1	0.0
67	HP:0002207	Diffuse reticular or finely nodular infiltrations	0.1	1.0	1	0.0
68	HP:0008463	Central vertebral hypoplasia	0.1	1.0	1	0.0
69	HP:0003733	Thigh hypertrophy	0.1	1.0	1	0.0
70	HP:0001197	Abnormality of prenatal development or birth	0.1	1.0	1	0.0
71	HP:0005671	Bilateral intracranial calcifications	0.1	1.0	1	0.0
72	HP:0005495	Metopic suture patent to nasal root	0.1	1.0	1	0.0
73	HP:0001995	Hyperchloremic acidosis	0.1	1.0	1	0.0
74	HP:0010659	Patchy variation in bone mineral density	0.1	1.0	1	0.0
75	HP:0010656	Abnormal epiphyseal ossification	0.1	1.0	1	0.0
76	HP:0001996	Chronic metabolic acidosis	0.1	1.0	1	0.0
77	HP:0010292	Absent uvula	0.1	1.0	1	0.0
78	HP:0010294	Palate fistula	0.1	1.0	1	0.0
79	HP:0010299	Abnormality of dentin	0.1	1.0	1	0.0
80	HP:0410062	Increased level of galactitol in urine	0.1	1.0	1	0.0
81	HP:0005463	Elongated sella turcica	0.1	1.0	1	0.0
82	HP:0008346	Increased red cell sickling tendency	0.1	1.0	1	0.0
83	HP:0009356	Triangular epiphysis of the proximal phalanx of the 3rd finger	0.1	1.0	1	0.0
84	HP:0005255	Absence of pectoralis minor muscle	0.1	1.0	1	0.0
85	HP:0010873	Cervical spinal cord atrophy	0.1	1.0	1	0.0
86	HP:0040266	Proximal upper limb muscle hypertrophy	0.1	1.0	1	0.0
87	HP:0040268	Recurrent infections of the middle ear	0.1	1.0	1	0.0
88	HP:0011478	True anophthalmia	0.1	1.0	1	0.0
89	HP:0011916	Toe extensor amyotrophy	0.1	1.0	1	0.0
90	HP:0030215	Inappropriate crying	0.1	1.0	1	0.0
91	HP:0007030	Nonprogressive encephalopathy	0.1	1.0	1	0.0
92	HP:0100514	Abnormality of vitamin E metabolism	0.1	1.0	1	0.0
93	HP:0100517	Neoplasm of the urethra	0.1	1.0	1	0.0
94	HP:0100511	Abnormality of vitamin D metabolism	0.1	1.0	1	0.0
95	HP:0025517	Hypoplastic hippocampus	0.1	1.0	1	0.0
96	HP:0025515	Delayed thelarche	0.1	1.0	1	0.0
97	HP:0030814	Orange discoloured tonsils	0.1	1.0	1	0.0
98	HP:0005360	Susceptibility to chickenpox	0.1	1.0	1	0.0
99	HP:0005498	Midline skin dimples over anterior/posterior fontanelles	0.1	1.0	1	0.0
100	HP:0006172	Flattened, squared-off epiphyses of tubular bones	0.1	1.0	1	0.0
101	HP:0006179	Pseudoepiphyses of second metacarpal	0.1	1.0	1	0.0
102	HP:0100711	Abnormality of the thoracic spine	0.1	1.0	1	0.0
103	HP:0011860	Metaphyseal dappling	0.1	1.0	1	0.0
104	HP:0010999	Aplasia of the optic tract	0.1	1.0	1	0.0
105	HP:0010447	Anal fistula	0.1	1.0	1	0.0
106	HP:0005428	Severe recurrent varicella	0.1	1.0	1	0.0
107	HP:0031800	Elevated apolipoprotein A-II level	0.1	1.0	1	0.0
108	HP:0005886	Aphalangy of the hands	0.1	1.0	1	0.0
109	HP:0008828	Delayed proximal femoral epiphyseal ossification	0.1	1.0	1	0.0
110	HP:0011527	Lentiglobus	0.1	1.0	1	0.0
111	HP:0002277	Horner syndrome	0.1	1.0	1	0.0
112	HP:0011833	Overhanging nasal tip	0.1	1.0	1	0.0
113	HP:0011835	Absent scaphoid	0.1	1.0	1	0.0
114	HP:0011520	Deuteranomaly	0.1	1.0	1	0.0
115	HP:0012101	Decreased serum creatinine	0.1	1.0	1	0.0
116	HP:0011718	Abnormality of the pulmonary veins	0.1	1.0	1	0.0
117	HP:0030042	Incomplete ossification of pubis	0.1	1.0	1	0.0
118	HP:0007738	Uncontrolled eye movements	0.1	1.0	1	0.0
119	HP:0007733	Laterally curved eyebrow	0.1	1.0	1	0.0
120	HP:0100327	Cow milk allergy	0.1	1.0	1	0.0
121	HP:0007221	Progressive truncal ataxia	0.1	1.0	1	0.0
122	HP:0007220	Demyelinating motor neuropathy	0.1	1.0	1	0.0
123	HP:0100321	Abnormality of the dentate nucleus	0.1	1.0	1	0.0
124	HP:0008909	Lethal short-limbed short stature	0.1	1.0	1	0.0
125	HP:0009134	Osteolysis involving bones of the feet	0.1	1.0	1	0.0
126	HP:0007797	Retinal vascular malformation	0.1	1.0	1	0.0
127	HP:0030454	Abnormal electrooculogram	0.1	1.0	1	0.0
128	HP:0009788	Quadriceps aplasia	0.1	1.0	1	0.0
129	HP:0008363	Aplasia/Hypoplasia of the tarsal bones	0.1	1.0	1	0.0
130	HP:0002436	Occipital meningocele	0.1	1.0	1	0.0
131	HP:0000591	Abnormal sclera morphology	0.1	1.0	1	0.0
132	HP:0009844	Broad middle phalanx of finger	0.1	1.0	1	0.0
133	HP:0010452	Ectopia of the spleen	0.1	1.0	1	0.0
134	HP:0005632	Absent forearm	0.1	1.0	1	0.0
135	HP:0005639	Hyperextensible hand joints	0.1	1.0	1	0.0
136	HP:0030483	Reduced amplitude of dark-adapted bright flash electroretinogram a-wave	0.1	1.0	1	0.0
137	HP:0030276	Small scrotum	0.1	1.0	1	0.0
138	HP:0410068	Increased level of L-glutamic acid in blood	0.1	1.0	1	0.0
139	HP:0012854	Midshaft hypospadias	0.1	1.0	1	0.0
140	HP:0002810	Dumbbell-shaped metaphyses	0.1	1.0	1	0.0
141	HP:0410063	Increased level of galactonate in red blood cells	0.1	1.0	1	0.0
142	HP:0410061	Increased level of galactitol in plasma	0.1	1.0	1	0.0
143	HP:0005346	Abnormal facial expression	0.1	1.0	1	0.0
144	HP:0011124	Abnormality of epidermal morphology	0.1	1.0	1	0.0
145	HP:0009845	Bullet-shaped middle phalanges of the hand	0.1	1.0	1	0.0
146	HP:0000197	Abnormal parotid gland morphology	0.1	1.0	1	0.0
147	HP:0100362	Aplasia of the phalanges of the 3rd toe	0.1	1.0	1	0.0
148	HP:0100556	Hemiatrophy	0.1	1.0	1	0.0
149	HP:0007387	Hypoplastic sweat glands	0.1	1.0	1	0.0
150	HP:0007384	Aberrant melanosome maturation	0.1	1.0	1	0.0
151	HP:0025268	Stuttering	0.1	1.0	1	0.0
152	HP:0025262	Stiff hip	0.1	1.0	1	0.0
153	HP:0012774	Increased upper to lower segment ratio	0.1	1.0	1	0.0
154	HP:0006659	Internally rotated shoulders	0.1	1.0	1	0.0
155	HP:0040289	Cyclic neutropenia	0.1	1.0	1	0.0
156	HP:0040288	Nasogastric tube feeding	0.1	1.0	1	0.0
157	HP:0025085	Bloody diarrhea	0.1	1.0	1	0.0
158	HP:0006650	Thickening of the lateral border of the scapula	0.1	1.0	1	0.0
159	HP:0006387	Wide distal femoral metaphysis	0.1	1.0	1	0.0
160	HP:0004695	Calcaneal epiphyseal stippling	0.1	1.0	1	0.0
161	HP:0030417	Squamous cell carcinoma of the vulva	0.1	1.0	1	0.0
162	HP:0012492	Cerebral artery stenosis	0.1	1.0	1	0.0
163	HP:0007695	Abnormal pupillary light reflex	0.1	1.0	1	0.0
164	HP:0011313	Narrow nail	0.1	1.0	1	0.0
165	HP:0031266	Podocyte foot process effacement	0.1	1.0	1	0.0
166	HP:0004737	Global glomerulosclerosis	0.1	1.0	1	0.0
167	HP:0005603	Numerous congenital melanocytic nevi	0.1	1.0	1	0.0
168	HP:0004341	Abnormality of vitamin B12 metabolism	0.1	1.0	1	0.0
169	HP:0004732	Impaired renal uric acid clearance	0.1	1.0	1	0.0
170	HP:0004886	Congenital laryngeal stridor	0.1	1.0	1	0.0
171	HP:0004887	Respiratory failure requiring assisted ventilation	0.1	1.0	1	0.0
172	HP:0004345	Abnormality of ganglioside metabolism	0.1	1.0	1	0.0
173	HP:0005429	Recurrent systemic pyogenic infections	0.1	1.0	1	0.0
174	HP:0005420	Recurrent gram-negative bacterial infections	0.1	1.0	1	0.0
175	HP:0005424	Absent specific antibody response	0.1	1.0	1	0.0
176	HP:0100628	Esophageal diverticulum	0.1	1.0	1	0.0
177	HP:0004439	Craniofacial dysostosis	0.1	1.0	1	0.0
178	HP:0008504	Moderate sensorineural hearing impairment	0.1	1.0	1	0.0
179	HP:0012363	Decreased sialylation of O-linked protein glycosylation	0.1	1.0	1	0.0
180	HP:0100726	Kaposi's sarcoma	0.1	1.0	1	0.0
181	HP:0002817	Abnormality of the upper limb	0.1	1.0	1	0.0
182	HP:0010955	Dilatation of the bladder	0.1	1.0	1	0.0
183	HP:0010954	Hypoplastic right heart	0.1	1.0	1	0.0
184	HP:0011580	Short chordae tendineae of the mitral valve	0.1	1.0	1	0.0
185	HP:0008509	Aged leonine appearance	0.1	1.0	1	0.0
186	HP:0006247	Enlarged interphalangeal joints	0.1	1.0	1	0.0
187	HP:0012142	Pancreatic squamous cell carcinoma	0.1	1.0	1	0.0
188	HP:0012147	Reduced quantity of Von Willebrand factor	0.1	1.0	1	0.0
189	HP:0045037	Abnormality of jaw muscles	0.1	1.0	1	0.0
190	HP:0045038	Gastric lymphoma	0.1	1.0	1	0.0
191	HP:0045039	Osteolysis involving bones of the upper limbs	0.1	1.0	1	0.0
192	HP:0012366	Basilar invagination	0.1	1.0	1	0.0
193	HP:0006386	Hypoplastic distal radial epiphyses	0.1	1.0	1	0.0
194	HP:0005168	Elevated right atrial pressure	0.1	1.0	1	0.0
195	HP:0006389	Limited knee flexion	0.1	1.0	1	0.0
196	HP:0002693	Abnormality of the skull base	0.1	1.0	1	0.0
197	HP:0011623	Muscular ventricular septal defect	0.1	1.0	1	0.0
198	HP:0012079	Abnormality of central motor conduction	0.1	1.0	1	0.0
199	HP:0008263	Thyroid defect in oxidation and organification of iodide	0.1	1.0	1	0.0
200	HP:0012074	Tonic pupil	0.1	1.0	1	0.0
201	HP:0012071	Abnormality of acetylcarnitine metabolism	0.1	1.0	1	0.0
202	HP:0012070	Chondroitin sulfate excretion in urine	0.1	1.0	1	0.0
203	HP:0012072	Aciduria	0.1	1.0	1	0.0
204	HP:0012168	Head-banging	0.1	1.0	1	0.0
205	HP:0006334	Hypoplasia of the primary teeth	0.1	1.0	1	0.0
206	HP:0006332	Supernumerary maxillary incisor	0.1	1.0	1	0.0
207	HP:0045016	Elevated serum long-chain fatty acids	0.1	1.0	1	0.0
208	HP:0012347	Abnormal protein N-linked glycosylation	0.1	1.0	1	0.0
209	HP:0007713	Juvenile zonular cataracts	0.1	1.0	1	0.0
210	HP:0007717	Chronic irritative conjunctivitis	0.1	1.0	1	0.0
211	HP:0007922	Hypermyelinated retinal nerve fibers	0.1	1.0	1	0.0
212	HP:0008964	Nonprogressive muscular atrophy	0.1	1.0	1	0.0
213	HP:0001713	Abnormal cardiac ventricle morphology	0.1	1.0	1	0.0
214	HP:0003343	Glutathione synthetase deficiency	0.1	1.0	1	0.0
215	HP:0001711	Abnormal left ventricle morphology	0.1	1.0	1	0.0
216	HP:0001710	Conotruncal defect	0.1	1.0	1	0.0
217	HP:0007727	Opacification of the corneal epithelium	0.1	1.0	1	0.0
218	HP:0002439	Frontolimbic dementia	0.1	1.0	1	0.0
219	HP:0010825	Abnormality of the eleventh cranial nerve	0.1	1.0	1	0.0
220	HP:0010826	Abnormality of the twelfth cranial nerve	0.1	1.0	1	0.0
221	HP:0002929	Leydig cell insensitivity to gonadotropin	0.1	1.0	1	0.0
222	HP:0007232	Spinocerebellar tract disease in lower limbs	0.1	1.0	1	0.0
223	HP:0002927	Histidinuria	0.1	1.0	1	0.0
224	HP:0005655	Multiple digital exostoses	0.1	1.0	1	0.0
225	HP:0011622	Inlet ventricular septal defect	0.1	1.0	1	0.0
226	HP:0008264	Neutrophil inclusion bodies	0.1	1.0	1	0.0
227	HP:0002831	Long coccyx	0.1	1.0	1	0.0
228	HP:0100292	Amyloidosis of peripheral nerves	0.1	1.0	1	0.0
229	HP:0030721	Tetraphocomelia	0.1	1.0	1	0.0
230	HP:0001384	Abnormality of the hip joint	0.1	1.0	1	0.0
231	HP:0500005	Anal pain	0.1	1.0	1	0.0
232	HP:0500009	Dysplastic gangliocytoma of the cerebellum	0.1	1.0	1	0.0
233	HP:0007428	Telangiectasia of the oral mucosa	0.1	1.0	1	0.0
234	HP:0007429	Few cafe-au-lait spots	0.1	1.0	1	0.0
235	HP:0004863	Compensated hemolytic anemia	0.1	1.0	1	0.0
236	HP:0004860	Thiamine-responsive megaloblastic anemia	0.1	1.0	1	0.0
237	HP:0004861	Refractory macrocytic anemia	0.1	1.0	1	0.0
238	HP:0004717	Axial malrotation of the kidney	0.1	1.0	1	0.0
239	HP:0005400	Reduction of neutrophil motility	0.1	1.0	1	0.0
240	HP:0011332	Hemifacial hypoplasia	0.1	1.0	1	0.0
241	HP:0011339	Abnormality of upper lip vermillion	0.1	1.0	1	0.0
242	HP:0001312	Giant somatosensory evoked potentials	0.1	1.0	1	0.0
243	HP:0009094	Cleft lower alveolar ridge	0.1	1.0	1	0.0
244	HP:0009092	Progressive alveolar ridge hypertropy	0.1	1.0	1	0.0
245	HP:0011840	Abnormality of T cell physiology	0.1	1.0	1	0.0
246	HP:0004997	Multicentric ossification of proximal humeral epiphyses	0.1	1.0	1	0.0
247	HP:0011847	Giant cell tumor of bone	0.1	1.0	1	0.0
248	HP:0011848	Abdominal colic	0.1	1.0	1	0.0
249	HP:0006593	Anomalous rib insertion to vertebrae	0.1	1.0	1	0.0
250	HP:0006591	Absent glenoid fossa	0.1	1.0	1	0.0
251	HP:0006849	Hypodysplasia of the corpus callosum	0.1	1.0	1	0.0
252	HP:0006595	Scapulohumeral synostosis	0.1	1.0	1	0.0
253	HP:0006598	Irregular ossification at anterior rib ends	0.1	1.0	1	0.0
254	HP:0012218	Alveolar soft part sarcoma	0.1	1.0	1	0.0
255	HP:0100291	Abnormality of central somatosensory evoked potentials	0.1	1.0	1	0.0
256	HP:0012730	Aglossia	0.1	1.0	1	0.0
257	HP:0004819	Normocytic hypoplastic anemia	0.1	1.0	1	0.0
258	HP:0025107	Cutis marmorata telangiectatica congenita	0.1	1.0	1	0.0
259	HP:0007778	Posterior retinal neovascularization	0.1	1.0	1	0.0
260	HP:0011539	Atrial situs ambiguous	0.1	1.0	1	0.0
261	HP:0002234	Early balding	0.1	1.0	1	0.0
262	HP:0100499	Tibial deviation of toes	0.1	1.0	1	0.0
263	HP:0040247	Reduced euglobulin clot lysis time	0.1	1.0	1	0.0
264	HP:0008498	No permanent dentition	0.1	1.0	1	0.0
265	HP:0008496	Multiple rows of eyelashes	0.1	1.0	1	0.0
266	HP:0100494	Abnormal mast cell morphology	0.1	1.0	1	0.0
267	HP:0100495	Mastocytosis	0.1	1.0	1	0.0
268	HP:0004218	Symphalangism of the 5th finger	0.1	1.0	1	0.0
269	HP:0030005	Capillary leak	0.1	1.0	1	0.0
270	HP:0007774	Hypoplasia of the ciliary body	0.1	1.0	1	0.0
271	HP:0007770	Hypoplasia of the retina	0.1	1.0	1	0.0
272	HP:0007779	Anterior segment of eye aplasia	0.1	1.0	1	0.0
273	HP:0025147	Beaten bronze macular sheen	0.1	1.0	1	0.0
274	HP:0010679	Elevated tissue non-specific alkaline phosphatase	0.1	1.0	1	0.0
275	HP:0030833	Neck pain	0.1	1.0	1	0.0
276	HP:0025492	Microcoria	0.1	1.0	1	0.0
277	HP:0030781	Increased circulating free fatty acid level	0.1	1.0	1	0.0
278	HP:0025148	Dark choroid	0.1	1.0	1	0.0
279	HP:0025498	Aceruloplasminemia	0.1	1.0	1	0.0
280	HP:0006600	Progressive calcification of costochondral cartilage	0.1	1.0	1	0.0
281	HP:0004831	Recurrent thromboembolism	0.1	1.0	1	0.0
282	HP:0004835	Microspherocytosis	0.1	1.0	1	0.0
283	HP:0004839	Pyropoikilocytosis	0.1	1.0	1	0.0
284	HP:0008102	Expanded metatarsals with widened medullary cavities	0.1	1.0	1	0.0
285	HP:0005951	Progressive inspiratory stridor	0.1	1.0	1	0.0
286	HP:0012503	Abnormality of the pituitary gland	0.1	1.0	1	0.0
287	HP:0012504	Abnormal size of pituitary gland	0.1	1.0	1	0.0
288	HP:0011285	Long-segment aganglionic megacolon	0.1	1.0	1	0.0
289	HP:0011537	Left atrial isomerism	0.1	1.0	1	0.0
290	HP:0007943	Congenital stapes ankylosis	0.1	1.0	1	0.0
291	HP:0030824	Mizuo phenomenon	0.1	1.0	1	0.0
292	HP:0008131	Tarsal stippling	0.1	1.0	1	0.0
293	HP:0008132	Medial rotation of the medial malleolus	0.1	1.0	1	0.0
294	HP:0011812	Agraphesthesia	0.1	1.0	1	0.0
295	HP:0011813	Increased cerebral lipofuscin	0.1	1.0	1	0.0
296	HP:0008133	Distal tapering of metatarsals	0.1	1.0	1	0.0
297	HP:0007274	Recurrent bacterial meningitis	0.1	1.0	1	0.0
298	HP:0008134	Irregular tarsal ossification	0.1	1.0	1	0.0
299	HP:0008952	Shoulder muscle hypoplasia	0.1	1.0	1	0.0
300	HP:0008138	Equinus calcaneus	0.1	1.0	1	0.0
301	HP:0009523	Triangular epiphysis of the middle phalanx of the 2nd finger	0.1	1.0	1	0.0
302	HP:0010499	Patellar subluxation	0.1	1.0	1	0.0
303	HP:0010496	Hypertrophy of the lower limb	0.1	1.0	1	0.0
304	HP:0009527	Enlarged epiphysis of the proximal phalanx of the 2nd finger	0.1	1.0	1	0.0
305	HP:0000326	Abnormality of the maxilla	0.1	1.0	1	0.0
306	HP:0011536	Right atrial isomerism	0.1	1.0	1	0.0
307	HP:0005243	Partial abdominal muscle agenesis	0.1	1.0	1	0.0
308	HP:0010664	Fusion of the left and right thalami	0.1	1.0	1	0.0
309	HP:0010667	Aplasia of the maxilla	0.1	1.0	1	0.0
310	HP:0005303	Aortic arch calcification	0.1	1.0	1	0.0
311	HP:0005302	Carotid artery tortuosity	0.1	1.0	1	0.0
312	HP:0005311	Agenesis of pulmonary vessels	0.1	1.0	1	0.0
313	HP:0005316	Peripheral pulmonary vessel aplasia	0.1	1.0	1	0.0
314	HP:0008277	Abnormality of zinc homeostasis	0.1	1.0	1	0.0
315	HP:0010484	Hypertrophy of the upper limb	0.1	1.0	1	0.0
316	HP:0005308	Pulmonary artery vasoconstriction	0.1	1.0	1	0.0
317	HP:0010487	Small hypothenar eminence	0.1	1.0	1	0.0
318	HP:0010724	Advanced pneumatization of the mastoid process	0.1	1.0	1	0.0
319	HP:0011532	Subretinal exudate	0.1	1.0	1	0.0
320	HP:0005327	Loss of facial expression	0.1	1.0	1	0.0
321	HP:0006424	Elongated radius	0.1	1.0	1	0.0
322	HP:0000866	Euthyroid multinodular goiter	0.1	1.0	1	0.0
323	HP:0005150	Abnormal atrioventricular conduction	0.1	1.0	1	0.0
324	HP:0007686	Abnormal pupillary function	0.1	1.0	1	0.0
325	HP:0007680	Depigmented fundus	0.1	1.0	1	0.0
326	HP:0004961	Pulmonary artery sling	0.1	1.0	1	0.0
327	HP:0004960	Absent pulmonary artery	0.1	1.0	1	0.0
328	HP:0030613	Abnormal foveal morphology on macular OCT	0.1	1.0	1	0.0
329	HP:0007438	Mottled pigmentation of the trunk and proximal extremities	0.1	1.0	1	0.0
330	HP:0007437	Multiple cutaneous leiomyomas	0.1	1.0	1	0.0
331	HP:0007432	Intermittent generalized erythematous papular rash	0.1	1.0	1	0.0
332	HP:0500011	Moon facies	0.1	1.0	1	0.0
333	HP:0030804	Trachyonychia	0.1	1.0	1	0.0
334	HP:0030802	Lower eyelid retraction	0.1	1.0	1	0.0
335	HP:0003614	Trimethylaminuria	0.1	1.0	1	0.0
336	HP:0005151	Preductal coarctation of the aorta	0.1	1.0	1	0.0
337	HP:0000309	Abnormality of the midface	0.1	1.0	1	0.0
338	HP:0005768	2-4 toe cutaneous syndactyly	0.1	1.0	1	0.0
339	HP:0003651	Foam cells	0.1	1.0	1	0.0
340	HP:0003652	Recurrent myoglobinuria	0.1	1.0	1	0.0
341	HP:0004688	Irregular tarsal bones	0.1	1.0	1	0.0
342	HP:0010647	Abnormal elasticity of skin	0.1	1.0	1	0.0
343	HP:0010644	Midnasal stenosis	0.1	1.0	1	0.0
344	HP:0005483	Abnormal epiglottis morphology	0.1	1.0	1	0.0
345	HP:0005372	Abnormality of B cell physiology	0.1	1.0	1	0.0
346	HP:0008744	Abnormality of the aryepiglottic fold	0.1	1.0	1	0.0
347	HP:0012869	Acephalic spermatozoa	0.1	1.0	1	0.0
348	HP:0012868	Sperm tail anomaly	0.1	1.0	1	0.0
349	HP:0008747	Cartilaginous ossification of larynx	0.1	1.0	1	0.0
350	HP:0012863	Abnormal male germ cell morphology	0.1	1.0	1	0.0
351	HP:0012865	Sperm head anomaly	0.1	1.0	1	0.0
352	HP:0004968	Recurrent cerebral hemorrhage	0.1	1.0	1	0.0
353	HP:0008687	Hypoplasia of the prostate	0.1	1.0	1	0.0
354	HP:0006375	Dumbbell-shaped femur	0.1	1.0	1	0.0
355	HP:0012268	Myxoid liposarcoma	0.1	1.0	1	0.0
356	HP:0005769	Fifth finger distal phalanx clinodactyly	0.1	1.0	1	0.0
357	HP:0001351	Jerk-locked premyoclonus spikes	0.1	1.0	1	0.0
358	HP:0005766	Disproportionate shortening of the tibia	0.1	1.0	1	0.0
359	HP:0008309	Medium chain dicarboxylic aciduria	0.1	1.0	1	0.0
360	HP:0008306	Abnormal iron deposition in mitochondria	0.1	1.0	1	0.0
361	HP:0006880	Cerebellar hemangioblastoma	0.1	1.0	1	0.0
362	HP:0006882	Severe hydrocephalus	0.1	1.0	1	0.0
363	HP:0002932	Aldehyde oxidase deficiency	0.1	1.0	1	0.0
364	HP:0002933	Ventral hernia	0.1	1.0	1	0.0
365	HP:0010832	Abnormality of pain sensation	0.1	1.0	1	0.0
366	HP:0003332	Absent primary metaphyseal spongiosa	0.1	1.0	1	0.0
367	HP:0012702	Tenesmus	0.1	1.0	1	0.0
368	HP:0003337	Reduced prothrombin consumption	0.1	1.0	1	0.0
369	HP:0012252	Abnormal respiratory system morphology	0.1	1.0	1	0.0
370	HP:0025550	Elevated circulating ribitol concentration	0.1	1.0	1	0.0
371	HP:0003339	Pyrimidine-responsive megaloblastic anemia	0.1	1.0	1	0.0
372	HP:0002681	Deformed sella turcica	0.1	1.0	1	0.0
373	HP:0006088	1-5 finger complete cutaneous syndactyly	0.1	1.0	1	0.0
374	HP:0006302	Dagger-shaped pulp calcifications	0.1	1.0	1	0.0
375	HP:0025380	Increased serum androstenedione	0.1	1.0	1	0.0
376	HP:0012087	Abnormal mitochondrial shape	0.1	1.0	1	0.0
377	HP:0007970	Congenital ptosis	0.1	1.0	1	0.0
378	HP:0012266	T-wave alternans	0.1	1.0	1	0.0
379	HP:0025388	Thyroid nodule	0.1	1.0	1	0.0
380	HP:0007975	Hypometric horizontal saccades	0.1	1.0	1	0.0
381	HP:0006379	Proximal tibial hypoplasia	0.1	1.0	1	0.0
382	HP:0006371	Broad long bone diaphyses	0.1	1.0	1	0.0
